"Sales
 Rank",Segment,Make,Model,Bodystyle,Category,12 Month Average,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25
380,Medium > $60K,Hyundai,Ioniq 6,Sedan,Retail Offer,,,,,,,,,,,,,,Reduced Price;Servicing,Reduced Price;Gift Card;Servicing,Reduced Price;Gift Card;Servicing,Reduced Price;Gift Card;Servicing,Reduced Price;Gift Card;Servicing,Finance;Gift,Finance;Gift,Finance;Gift,Finance;Accessory,Finance;Accessory,Finance;Accessory,,,
380,Medium > $60K,Hyundai,Ioniq 6,Sedan,High CPV,"$17,858",,,,,,,,,,,,,"$12,020","$13,520","$13,520","$13,520","$13,520","$21,500","$21,500","$21,500","$20,000","$20,000","$20,000",,,
380,Medium > $60K,Hyundai,Ioniq 6,Sedan,Low CPV,"$11,108",,,,,,,,,,,,,"$1,520","$1,520","$1,520","$1,520","$1,520","$15,000","$15,000","$15,000","$20,000","$20,000","$20,000",,,
380,Medium > $60K,Hyundai,Ioniq 6,Sedan,High RRP,"$86,500","$87,288","$87,288","$87,288","$85,500","$85,500","$85,500","$85,500","$85,500","$85,500","$85,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500","$86,500"
380,Medium > $60K,Hyundai,Ioniq 6,Sedan,Low RRP,"$66,500","$74,000","$74,000","$74,000","$65,500","$65,500","$65,500","$65,500","$65,500","$65,500","$65,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500","$66,500"
380,Medium > $60K,Hyundai,Ioniq 6,Sedan,Model Launch,,,,,,,,,,,,,,,,,,,,,Limited Edition,,,,,,
493,Vans/CC 2.5-3.5t,Hyundai,iLoad,Van,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
493,Vans/CC 2.5-3.5t,Hyundai,iLoad,Van,Segment Share,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
493,Vans/CC 2.5-3.5t,Hyundai,iLoad,Van,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Vans/CC 2.5-3.5t,Hyundai,iLoad,Van,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Vans/CC 2.5-3.5t,Hyundai,iLoad,Van,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Vans/CC 2.5-3.5t,Hyundai,iLoad,Van,High RRP,"$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280","$45,280"
493,Vans/CC 2.5-3.5t,Hyundai,iLoad,Van,Low RRP,"$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680","$39,680"
493,Vans/CC 2.5-3.5t,Hyundai,iLoad,Van,Model Launch,,,,,,,,,,,,,,,,Limited Edition,,,,,,,,,,,
535,SUV Medium > $60K,Hyundai,Nexo,SUV,Sales,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
535,SUV Medium > $60K,Hyundai,Nexo,SUV,Segment Share,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
535,SUV Medium > $60K,Hyundai,Nexo,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,SUV Medium > $60K,Hyundai,Nexo,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,SUV Medium > $60K,Hyundai,Nexo,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,SUV Medium > $60K,Hyundai,Nexo,SUV,High RRP,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,SUV Medium > $60K,Hyundai,Nexo,SUV,Low RRP,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,SUV Medium > $60K,Hyundai,Nexo,SUV,Model Launch,,,,,New Variant,,,,,,,,,,,,,Limited Edition,,,,,,,,,
