"Sales
 Rank",Segment,Make,Model,Category,Monthly Average,2024 YTD,2025 YTD,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25
1,PU/CC,Ford,Ranger,Sales,3559,29803,24851,4119,4515,4632,5467,3473,3631,4025,3709,3831,4189,3181,3764,2932,3038,3042,3027,2990,2678,3329,2617,3185,4452,2359,3241
1,PU/CC,Ford,Ranger,Segment Market Share (Sales),21.23%,25.45%,20.26%,27.24%,27.38%,26.34%,32.10%,25.55%,23.85%,26.94%,27.80%,24.80%,23.61%,24.78%,26.95%,21.85%,23.05%,25.08%,24.42%,25.27%,18.97%,20.31%,19.52%,20.60%,20.62%,16.45%,20.87%
1,PU/CC,Ford,Ranger,Above the Line Weighted Incentive,"$4,958,548","$7,801,958","$58,915,772",$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,087,541","$112,212","$602,204","$1,720,321","$2,002,498","$1,819,452","$2,118,212","$7,653,647","$7,290,570","$8,538,828","$2,111,692","$3,214,470","$4,031,211","$9,350,224","$16,725,130"
1,PU/CC,Ford,Ranger,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PU/CC,Ford,Ranger,High CPV,"$5,361","$3,954","$6,261",$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,382","$3,740","$3,740","$3,740","$4,909","$4,909","$4,909","$3,740","$3,740","$3,740","$8,899","$8,899","$8,899","$5,689","$6,479"
1,PU/CC,Ford,Ranger,Low CPV,"$3,426","$3,287","$3,685",$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,379","$3,740","$3,740","$1,140","$3,740",$0,"$3,740","$3,000","$3,000","$3,000","$5,178","$5,178","$5,178","$1,945","$3,000"
1,PU/CC,Ford,Ranger,High RRP,"$89,944","$89,815","$90,503","$89,190","$89,190","$87,990","$87,990","$89,190","$89,190","$89,190","$89,190","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,690","$90,690"
1,PU/CC,Ford,Ranger,Low RRP,"$36,859","$36,880","$36,943","$36,880","$36,880","$36,380","$36,380","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$36,880","$37,130","$37,130"
1,PU/CC,Ford,Ranger,Total Media Spend,"$797,884","$8,831,993","$5,539,573","$150,120","$1,270,276","$461,111","$41,949","$202,879","$1,391,555","$1,187,395","$1,218,876","$1,306,016","$1,825,638","$637,738","$1,061,896","$780,680","$916,148","$309,183","$848,173","$6,960","$2,212","$836,421","$1,218,078","$1,252,639","$800,821","$587,403","$835,039"
1,PU/CC,Ford,Ranger,Non-Retail Media Spend,"$505,706","$6,934,488","$2,451,669","$150,120","$1,270,276","$461,111","$41,949","$202,879","$1,391,555","$1,187,395","$1,218,876","$1,176,567","$1,203,373","$278,511","$275,332","$611,278","$42,309","$4,050","$169,689",$0,$0,"$612,039","$197,459","$287,052","$10,022","$571,554","$773,543"
1,PU/CC,Ford,Ranger,Retail Media Spend,"$292,178","$1,897,505","$3,087,904",$0,$0,$0,$0,$0,$0,$0,$0,"$129,449","$622,265","$359,227","$786,564","$169,402","$873,839","$305,133","$678,484","$6,960","$2,212","$224,382","$1,020,619","$965,587","$790,799","$15,849","$61,496"
1,PU/CC,Ford,Ranger,Share Of Spend (Segment),13.26%,16.26%,12.28%,1.20%,10.10%,4.20%,0.60%,2.00%,10.30%,6.70%,9.70%,8.00%,17.70%,6.50%,10.60%,8.10%,10.50%,3.00%,8.90%,0.10%,0.00%,6.10%,19.00%,10.30%,5.20%,4.00%,7.10%
1,PU/CC,Ford,Ranger,Cost Per Sale,$224,$296,$223,$36,$281,$100,$8,$58,$383,$295,$329,$341,$436,$200,$282,$266,$302,$102,$280,$2,$1,$251,$465,$393,$180,$249,$258
1,PU/CC,Ford,Ranger,Metro FTA TV Media Spend,"$451,331","$4,861,676","$3,496,104","$68,195","$611,088","$214,053",$0,"$131,284","$739,885","$435,749","$749,209","$756,797","$1,143,650","$413,973","$491,129","$320,515","$657,118",$0,"$603,196","$6,960","$2,212","$385,918","$908,493","$821,936","$611,763","$137,115","$621,707"
1,PU/CC,Ford,Ranger,Outdoor Media Spend,"$93,732","$693,482","$676,899",$0,"$471,390","$183,256","$41,949",$0,"$424,066","$227,002",$0,"$42,414",$0,$0,$0,$0,$0,"$137,480","$45,118",$0,$0,"$252,071",$0,"$114,614",$0,"$310,214",$0
1,PU/CC,Ford,Ranger,Regional FTA TV Media Spend,"$126,160","$1,522,237","$741,010","$23,731","$187,798","$63,802",$0,"$57,940","$201,560","$73,424","$212,759","$257,811","$420,867","$102,560","$195,316","$22,216","$172,148","$105,571","$189,326",$0,$0,"$37,685","$178,566","$234,517","$168,016","$29,010","$93,216"
1,PU/CC,Ford,Ranger,Satellite TV Media Spend,"$38,889","$414,120","$412,470","$58,194",$0,$0,$0,"$8,148","$16,032","$85,740","$39,245","$113,968","$57,745","$21,754","$71,488","$12,005","$15,025","$10,987","$10,533",$0,$0,"$160,747","$131,019","$81,572","$21,042","$9,431","$8,659"
1,PU/CC,Ford,Ranger,Metro Radio Media Spend,"$52,622","$784,850","$199,918",$0,$0,$0,$0,"$5,507","$10,012","$292,477","$121,224","$70,241","$88,885","$19,841","$176,663","$215,333","$34,885","$27,952",$0,$0,$0,$0,$0,$0,$0,"$91,363","$108,555"
1,PU/CC,Ford,Ranger,Regional Radio Media Spend,"$35,149","$555,628","$13,172",$0,$0,$0,$0,$0,$0,"$73,003","$96,439","$64,785","$114,491","$79,610","$127,300","$210,611","$36,972","$27,193",$0,$0,$0,$0,$0,$0,$0,"$10,270","$2,902"
1,PU/CC,Ford,Ranger,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SUV Medium < $60K,Toyota,RAV4,Sales,3091,27541,24296,2088,1931,1839,1611,1524,2050,3789,4341,3809,2598,4363,5067,3604,3482,3905,3894,3784,3248,3285,2769,2870,1690,3332,3318
2,SUV Medium < $60K,Toyota,RAV4,Segment Market Share (Sales),19.10%,23.76%,19.81%,14.70%,14.11%,13.93%,13.85%,13.58%,15.15%,24.03%,31.93%,25.72%,15.92%,28.89%,32.56%,24.53%,24.40%,29.16%,27.88%,27.69%,22.47%,20.41%,22.46%,19.96%,9.00%,19.52%,20.94%
2,SUV Medium < $60K,Toyota,RAV4,Above the Line Weighted Incentive,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SUV Medium < $60K,Toyota,RAV4,High CPV,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,Low CPV,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,High RRP,"$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360"
2,SUV Medium < $60K,Toyota,RAV4,Low RRP,"$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760"
2,SUV Medium < $60K,Toyota,RAV4,Total Media Spend,"$4,007",$0,"$60,633",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$35,539",$0,$0,$0,$0,$0,$0,"$21,128","$39,505"
2,SUV Medium < $60K,Toyota,RAV4,Non-Retail Media Spend,"$4,007",$0,"$60,633",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$35,539",$0,$0,$0,$0,$0,$0,"$21,128","$39,505"
2,SUV Medium < $60K,Toyota,RAV4,Retail Media Spend,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,Share Of Spend (Segment),0.11%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.50%
2,SUV Medium < $60K,Toyota,RAV4,Cost Per Sale,$1,$0,$2,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$9,$0,$0,$0,$0,$0,$0,$6,$12
2,SUV Medium < $60K,Toyota,RAV4,Metro FTA TV Media Spend,"$1,481",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$35,539",$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,Outdoor Media Spend,"$2,526",$0,"$60,633",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$21,128","$39,505"
2,SUV Medium < $60K,Toyota,RAV4,Regional FTA TV Media Spend,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,Satellite TV Media Spend,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,Metro Radio Media Spend,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,Regional Radio Media Spend,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2,SUV Medium < $60K,Toyota,RAV4,Model Launch,,,,,,,,,,,,,,Tech Change,,,,,Tech Change,,,,,,,,
3,PU/CC,Toyota,HiLux,Sales,3101,25427,23905,3661,3809,3809,3487,2705,3034,2621,3216,3836,3937,3071,3007,2811,2957,2321,2245,2168,2461,2702,2795,3291,4345,2948,3195
3,PU/CC,Toyota,HiLux,Segment Market Share (Sales),18.50%,21.71%,19.49%,24.21%,23.10%,21.66%,20.47%,19.90%,19.93%,17.54%,24.11%,24.83%,22.19%,23.92%,21.53%,20.95%,22.43%,19.13%,18.11%,18.32%,17.43%,16.49%,20.85%,21.29%,20.12%,20.56%,20.57%
3,PU/CC,Toyota,HiLux,Above the Line Weighted Incentive,"$3,562,716","$8,784,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,422,000","$4,362,000","$4,083,000","$4,350,000","$596,580",$0,$0,$0,$0,$0,$0,$0,$0,$0
3,PU/CC,Toyota,HiLux,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PU/CC,Toyota,HiLux,High CPV,"$1,359","$1,500",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,500","$1,500","$1,500","$1,500",$794,$0,$0,$0,$0,$0,$0,$0,$0,$0
3,PU/CC,Toyota,HiLux,Low CPV,"$1,353","$1,500",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,500","$1,500","$1,500","$1,500",$765,$0,$0,$0,$0,$0,$0,$0,$0,$0
3,PU/CC,Toyota,HiLux,High RRP,"$74,257","$74,310","$74,310","$73,990","$73,990","$73,990","$73,990","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310"
3,PU/CC,Toyota,HiLux,Low RRP,"$26,841","$26,475","$27,573","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$26,475","$27,730","$27,730","$27,730","$27,730","$27,730","$27,730","$27,730"
3,PU/CC,Toyota,HiLux,Total Media Spend,"$844,397","$9,243,838","$1,992,659","$1,694,155","$2,101,098","$1,305,151","$331,592","$240,952","$1,799,046","$2,595,091","$1,565,375","$1,254,864","$720,066","$446,390","$622,054","$1,325,313","$1,132,420","$682,486","$456,827","$308,256","$719,220","$109,007","$67,360","$14,283","$116,183","$10,468","$647,882"
3,PU/CC,Toyota,HiLux,Non-Retail Media Spend,"$756,615","$8,340,699","$1,979,390","$1,694,155","$2,101,098","$1,305,151","$331,592","$240,952","$1,799,046","$2,595,091","$1,565,375","$1,254,864","$720,066","$45,153","$120,152","$160,350","$1,116,165","$673,330","$456,827","$308,256","$719,220","$109,007","$67,360","$12,472","$104,725","$10,468","$647,882"
3,PU/CC,Toyota,HiLux,Retail Media Spend,"$87,783","$903,139","$13,269",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$401,237","$501,902","$1,164,963","$16,255","$9,156",$0,$0,$0,$0,$0,"$1,811","$11,458",$0,$0
3,PU/CC,Toyota,HiLux,Share Of Spend (Segment),14.03%,17.02%,4.42%,13.40%,16.80%,11.80%,4.60%,2.40%,13.30%,14.70%,12.40%,7.70%,7.00%,4.60%,6.20%,13.70%,13.00%,6.70%,4.80%,5.00%,7.50%,0.80%,1.10%,0.10%,0.80%,0.10%,5.50%
3,PU/CC,Toyota,HiLux,Cost Per Sale,$272,$364,$83,$463,$552,$343,$95,$89,$593,$990,$487,$327,$183,$145,$207,$471,$383,$294,$203,$142,$292,$40,$24,$4,$27,$4,$203
3,PU/CC,Toyota,HiLux,Metro FTA TV Media Spend,"$465,725","$5,161,747","$833,877","$1,046,083","$1,147,860","$779,466","$8,890","$5,701","$974,851","$1,308,919","$819,049","$784,186","$532,298","$353,739","$383,004","$923,492","$624,391","$348,054","$303,531","$218,461","$222,652","$16,044",$0,$0,"$55,016","$1,621","$320,083"
3,PU/CC,Toyota,HiLux,Outdoor Media Spend,"$69,993","$628,174","$272,617","$96,858","$217,867",$0,"$216,978","$157,718","$103,763","$322,914","$43,779",$0,$0,$0,$0,$0,"$156,858","$90,476",$0,$0,"$232,342","$10,262",$0,$0,$0,$0,"$30,013"
3,PU/CC,Toyota,HiLux,Regional FTA TV Media Spend,"$138,862","$1,679,763","$269,845","$398,244","$339,476","$171,621","$14,619","$19,145","$266,752","$458,870","$248,220","$265,173","$180,685","$92,332","$148,586","$270,136","$109,619","$75,966","$3,400","$1,617","$70,414","$1,148",$0,$0,"$12,706",$852,"$183,108"
3,PU/CC,Toyota,HiLux,Satellite TV Media Spend,"$93,318","$760,994","$477,783","$136,683","$213,019","$68,549","$84,658","$46,647","$287,001","$139,897","$120,916","$75,750",$0,$319,"$90,464","$123,406","$124,586","$100,533","$149,418","$87,435","$75,808","$77,848","$64,603","$12,413","$37,003","$7,995","$114,678"
3,PU/CC,Toyota,HiLux,Metro Radio Media Spend,"$60,673","$717,864","$133,607","$16,287","$155,702","$248,201","$6,447","$11,741","$118,578","$240,258","$221,518","$118,686","$7,083",$0,$0,"$8,279","$103,902","$65,392",$478,$743,"$113,074","$3,705","$2,757","$1,870","$11,458",$0,$0
3,PU/CC,Toyota,HiLux,Regional Radio Media Spend,"$15,827","$295,296","$4,930",$0,"$27,174","$37,314",$0,$0,"$48,101","$124,233","$111,893","$11,069",$0,$0,$0,$0,"$13,064","$2,065",$0,$0,"$4,930",$0,$0,$0,$0,$0,$0
3,PU/CC,Toyota,HiLux,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SUV Large < $80K,Toyota,Prado,Sales,1470,2920,17324,1572,1844,2438,2115,1476,873,347,131,60,16,14,3,0,1,3229,2362,2553,2358,2481,1806,2344,1935,2076,1771
4,SUV Large < $80K,Toyota,Prado,Segment Market Share (Sales),15.13%,4.38%,22.32%,17.65%,19.16%,25.98%,24.06%,17.05%,10.23%,3.87%,1.60%,0.69%,0.18%,0.18%,0.04%,0.00%,0.01%,31.00%,24.60%,29.88%,28.18%,23.47%,21.20%,22.04%,15.79%,21.21%,19.85%
4,SUV Large < $80K,Toyota,Prado,Above the Line Weighted Incentive,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
4,SUV Large < $80K,Toyota,Prado,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SUV Large < $80K,Toyota,Prado,High CPV,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
4,SUV Large < $80K,Toyota,Prado,Low CPV,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
4,SUV Large < $80K,Toyota,Prado,High RRP,"$95,816","$93,729","$99,990","$87,468","$87,468","$87,468","$87,468","$87,468","$87,468","$87,468","$87,468","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990"
4,SUV Large < $80K,Toyota,Prado,Low RRP,"$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390"
4,SUV Large < $80K,Toyota,Prado,Total Media Spend,"$70,352",$0,"$738,288",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,264",$0,"$113,652","$829,234","$50,366",$0,"$90,035","$24,835","$109,925","$341,855","$120,902",$370
4,SUV Large < $80K,Toyota,Prado,Non-Retail Media Spend,"$70,352",$0,"$738,288",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,264",$0,"$113,652","$829,234","$50,366",$0,"$90,035","$24,835","$109,925","$341,855","$120,902",$370
4,SUV Large < $80K,Toyota,Prado,Retail Media Spend,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
4,SUV Large < $80K,Toyota,Prado,Share Of Spend (Segment),2.82%,0.00%,3.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.00%,2.80%,31.50%,4.80%,0.00%,3.40%,0.90%,2.90%,8.80%,4.80%,0.00%
4,SUV Large < $80K,Toyota,Prado,Cost Per Sale,$48,$0,$43,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$35,$351,$20,$0,$36,$14,$47,$177,$58,$0
4,SUV Large < $80K,Toyota,Prado,Metro FTA TV Media Spend,"$33,663",$0,"$157,262",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,325",$0,"$104,862","$544,470","$50,366",$0,$0,$0,"$65,802","$30,700","$10,394",$0
4,SUV Large < $80K,Toyota,Prado,Outdoor Media Spend,"$6,310",$0,"$151,443",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$119,268","$32,175",$0
4,SUV Large < $80K,Toyota,Prado,Regional FTA TV Media Spend,"$8,613",$0,"$34,610",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,939",$0,$0,"$166,155",$0,$0,$0,$0,"$11,497","$12,541","$10,572",$0
4,SUV Large < $80K,Toyota,Prado,Satellite TV Media Spend,"$12,715",$0,"$177,761",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$8,790","$118,609",$0,$0,"$90,035","$24,835","$32,626","$13,353","$16,912",$0
4,SUV Large < $80K,Toyota,Prado,Metro Radio Media Spend,"$7,524",$0,"$180,585",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$138,516","$41,699",$370
4,SUV Large < $80K,Toyota,Prado,Regional Radio Media Spend,"$1,526",$0,"$36,627",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$27,477","$9,150",$0
4,SUV Large < $80K,Toyota,Prado,Model Launch,,,,,,,,,,,,,,,,,,New Model,,,,,,New Variant,,,
5,PU/CC,Isuzu,D-Max,Sales,2072,16525,15534,2139,2485,3002,2306,2096,2352,1958,1729,2097,2327,1854,2112,2102,1855,1784,2000,1729,1623,1707,1739,2233,2640,1940,1923
5,PU/CC,Isuzu,D-Max,Segment Market Share (Sales),12.36%,14.11%,12.66%,14.15%,15.07%,17.07%,13.54%,15.42%,15.45%,13.11%,12.96%,13.58%,13.11%,14.44%,15.12%,15.66%,14.07%,14.71%,16.14%,14.61%,11.50%,10.42%,12.97%,14.44%,12.23%,13.53%,12.38%
5,PU/CC,Isuzu,D-Max,Above the Line Weighted Incentive,"$6,663,082","$30,117,527","$44,938,434",$0,$0,$0,$0,$0,$0,$0,$0,"$6,706,003","$7,420,805","$7,249,592","$8,741,126","$9,347,897","$7,965,747","$7,242,005","$6,997,700","$6,330,329","$4,971,151","$5,057,086","$4,529,893","$6,175,759","$6,266,478","$5,219,657","$6,388,081"
5,PU/CC,Isuzu,D-Max,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PU/CC,Isuzu,D-Max,High CPV,"$8,528","$9,211","$7,660",$0,$0,$0,$0,$0,$0,$0,$0,"$8,100","$9,581","$9,581","$9,581","$9,581","$9,581","$9,581","$9,581","$9,581","$8,100","$8,100","$7,100","$7,100","$7,100","$7,100","$7,100"
5,PU/CC,Isuzu,D-Max,Low CPV,"$4,617","$4,541","$4,692",$0,$0,$0,$0,$0,$0,$0,$0,"$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,041","$4,041","$4,041","$4,041","$4,041","$4,041","$6,645","$6,645"
5,PU/CC,Isuzu,D-Max,High RRP,"$73,205","$69,686","$78,184","$67,500","$67,500","$67,500","$67,500","$67,500","$67,500","$67,500","$70,500","$70,500","$70,500","$70,500","$72,990","$72,990","$76,990","$76,990","$76,990","$76,990","$76,990","$76,990","$78,900","$78,900","$78,900","$78,900","$78,900"
5,PU/CC,Isuzu,D-Max,Low RRP,"$32,554","$32,513","$32,700","$32,200","$32,200","$32,200","$32,200","$32,200","$32,200","$32,200","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700"
5,PU/CC,Isuzu,D-Max,Total Media Spend,"$555,452","$5,742,260","$3,862,520","$813,492","$289,893","$286,675","$541,592","$616,809","$1,016,803","$989,912","$678,845","$955,569","$682,373","$443,171","$358,778","$378,051","$253,657","$601,849","$560,869","$403,951","$480,425","$381,538","$502,476","$645,454","$494,614","$407,894","$546,168"
5,PU/CC,Isuzu,D-Max,Non-Retail Media Spend,"$521,876","$5,080,239","$3,810,508","$813,492","$289,893","$286,675","$541,592","$444,489","$879,237","$800,891","$570,859","$955,569","$627,245","$443,171","$358,778","$378,051","$253,657","$559,779","$511,127","$384,461","$448,382","$381,059","$502,476","$645,454","$494,614","$407,894","$546,168"
5,PU/CC,Isuzu,D-Max,Retail Media Spend,"$33,577","$662,021","$52,012",$0,$0,$0,$0,"$172,320","$137,566","$189,021","$107,986",$0,"$55,128",$0,$0,$0,$0,"$42,070","$49,742","$19,490","$32,043",$479,$0,$0,$0,$0,$0
5,PU/CC,Isuzu,D-Max,Share Of Spend (Segment),9.23%,10.57%,8.56%,6.40%,2.30%,2.60%,7.40%,6.00%,7.50%,5.60%,5.40%,5.80%,6.60%,4.50%,3.60%,3.90%,2.90%,5.90%,5.90%,6.50%,5.00%,2.80%,7.90%,5.30%,3.20%,2.80%,4.60%
5,PU/CC,Isuzu,D-Max,Cost Per Sale,$268,$347,$249,$380,$117,$95,$235,$294,$432,$506,$393,$456,$293,$239,$170,$180,$137,$337,$280,$234,$296,$224,$289,$289,$187,$210,$284
5,PU/CC,Isuzu,D-Max,Metro FTA TV Media Spend,"$271,587","$2,304,212","$2,229,523","$561,240","$160,174","$172,543","$239,986","$210,838","$310,090","$356,006","$398,849","$371,716","$227,557","$250,551","$178,605","$167,219","$145,022","$241,442","$296,726","$209,072","$254,500","$235,545","$320,555","$353,306","$302,280","$241,728","$312,537"
5,PU/CC,Isuzu,D-Max,Outdoor Media Spend,"$68,806","$1,242,113",$0,$0,$0,$0,"$113,471","$195,548","$372,819","$285,247","$43,779","$210,898","$133,822",$0,$0,$0,$0,"$185,496","$110,261",$0,$0,$0,$0,$0,$0,$0,$0
5,PU/CC,Isuzu,D-Max,Regional FTA TV Media Spend,"$67,011","$562,593","$659,918","$74,251","$26,960","$25,429","$34,296","$28,892","$62,115","$116,206","$103,609","$102,085","$72,858","$35,318","$41,510","$53,325","$51,941","$69,586","$49,959","$79,274","$94,312","$51,389","$60,422","$102,030","$65,215","$72,170","$135,106"
5,PU/CC,Isuzu,D-Max,Satellite TV Media Spend,"$69,407","$507,276","$702,192","$135,602","$27,482","$33,337","$46,423","$25,370","$52,695","$90,022","$74,554","$77,946","$69,830","$59,258","$57,601","$116,564","$28,346","$34,543","$34,009","$78,610","$86,530","$58,477","$105,519","$166,073","$104,788","$51,669","$50,526"
5,PU/CC,Isuzu,D-Max,Metro Radio Media Spend,"$49,751","$670,534","$190,274","$42,399","$37,300","$33,844","$62,346","$88,154","$116,159","$85,904","$38,357","$118,048","$100,394","$66,732","$56,786","$39,176","$18,788","$56,097","$43,254","$33,110","$39,287","$28,983","$8,845","$13,184","$12,341","$17,329","$37,195"
5,PU/CC,Isuzu,D-Max,Regional Radio Media Spend,"$28,891","$455,532","$80,613",$0,"$37,977","$21,522","$45,070","$68,007","$102,925","$56,527","$19,697","$74,876","$77,912","$31,312","$24,276","$1,767","$9,560","$14,685","$26,660","$3,885","$5,796","$7,144","$7,135","$10,861","$9,990","$24,998","$10,804"
5,PU/CC,Isuzu,D-Max,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SUV Medium < $60K,Mazda,CX-5,Sales,1714,14318,14081,1689,2090,1601,1146,1479,1459,1843,1533,1906,2509,1870,1719,1676,1621,1530,1380,1705,1811,1638,1483,2067,2402,1657,1318
6,SUV Medium < $60K,Mazda,CX-5,Segment Market Share (Sales),10.59%,12.35%,11.48%,11.89%,15.27%,12.13%,9.85%,13.18%,10.78%,11.69%,11.27%,12.87%,15.38%,12.38%,11.05%,11.41%,11.36%,11.43%,9.88%,12.47%,12.53%,10.18%,12.03%,14.37%,12.79%,9.71%,8.32%
