date,platform,region,spend
31/07/2025,Radio,eastern,2203.5751612903227
31/07/2025,Radio,northern,3643.956451612903
31/07/2025,Radio,southern,1637.4541935483871
31/07/2025,Radio,western,1442.5774193548386
31/07/2025,Television,central,317.76129032258063
31/07/2025,Television,eastern,7174.891612903226
31/07/2025,Television,northern,8724.777096774193
31/07/2025,Television,southern,4560.661290322581
31/07/2025,Television,western,2871.8390322580644
31/08/2025,Internet,eastern,87.14516129032258
31/08/2025,Internet,northern,245.97290322580645
31/08/2025,Internet,southern,329.7961290322581
31/08/2025,Internet,western,72.62096774193549
31/08/2025,Press,western,639.0645161290323
31/08/2025,Production & Installation,western,19.364516129032257
31/08/2025,Radio,central,278.17161290322576
31/08/2025,Radio,eastern,1893.1393548387098
31/08/2025,Radio,northern,4009.928709677419
31/08/2025,Radio,southern,1497.768064516129
31/08/2025,Radio,western,1921.99
31/08/2025,Television,central,311.4874193548387
31/08/2025,Television,eastern,7472.734193548387
31/08/2025,Television,northern,9884.253870967743
31/08/2025,Television,southern,3781.643870967742
31/08/2025,Television,western,3039.304516129032
